ID,Cohort,ReferenceCoded,Reference,YearPublished,YearDataCollection,StudyType,Country,AgeMean,AgeRangeLower,AgeRangeUpper,OutcomeDefinitionLabel,Severity,Predictor,Predictor_clean,ReverseD,PredictorCoded,PredictorBroad,Test_dependency,Rcode,metaP_code,effectType,ratesControl,IncludeStudy,IncludeD,
,,,,,,,,,,,,,,,,,,,,,,,,,
599,Niiranen,Niiranen,"Niiranen, Aila, and Karin Mattson. ""A cross-over comparison of nabilone and prochlorperazine for emesis induced by cancer chemotherapy."" American journal of clinical oncology 8, no. 4 (1985): 336-340.",1985,NA,MedicalTrial,Finnland,61,48,78,Med.HAL,AE,Nabilone (2mg daily),rates,no,rates,rates,NA,niiranenNabilone1985_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
601,Ahmedzai,Ahmedzai,"Ahmedzai, S., D. L. Carlyle, I. T. Calder, and F. Moran. ""Anti-emetic efficacy and toxicity of nabilone, a synthetic cannabinoid, in lung cancer chemotherapy."" British Journal of Cancer 48, no. 5 (1983): 657-663.",1983,NA,MedicalTrial,UK,58,NA,NA,Med.HAL,AE,Nabilone,rates,no,rates,rates,NA,ahmedzaiNabilone1983_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
603,Sweet,Sweet,"Sweet, Donald L., Nancy J. Miller, William Wellington, Edward Senay, and Lisa Sushelsky. ""Δ9‐tetrahydrocannabinol as an antiemetic for patients receiving cancer chemotherapy. A pilot study."" The Journal of Clinical Pharmacology 21, no. S1 (1981): 70S-75S.",1981,NA,MedicalTrial,US,51.5,22,67,Med.HAL,AE,THC (oral dose 5mg/m2),rates,no,rates,rates,NA,sheetTHC1981_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
605,Noyes,Noyes,"Noyes, Russell, S. Fred Brunk, David H. Avery, and Arthur Canter. ""Psychologic effects of oral delta-9-tetrahydrocannabinol in advanced cancer patients."" Comprehensive psychiatry (1976).",1976,NA,MedicalTrial,US,51,NA,NA,Med.HAL,psych_like,Medical cannabis (5mg THC),Cancer,no,Medical cannabis (placebo controlled),CannabisDynamics,dependent,extract_noyesCancerTHC_hallucinations,pEstimate_noyesCancerTHC_hallucinations,cohen,,Yes,Yes,
606,Noyes,Noyes,"Noyes, Russell, S. Fred Brunk, David H. Avery, and Arthur Canter. ""Psychologic effects of oral delta-9-tetrahydrocannabinol in advanced cancer patients."" Comprehensive psychiatry (1976).",1976,NA,MedicalTrial,US,51,NA,NA,Med.HAL,psych_like,rates,rates,no,rates,rates,NA,noyesCancerTHC_hallucinationsDF,NA,rates,noyesCancerTHC_hallucinationsControl,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
608,Marcus,Marcus,"Marcus, Anthony M., Harry Klonoff, and Morton Low. ""Psychiatric status of the marihuana user."" Canadian Psychiatric Association Journal 19, no. 1 (1974): 31-39.",1974,1971-1972,Observational,Canada,22.5,19,31,Can.HAL,AE,rates,rates,no,rates,rates,NA,marcus1974_hallucinationsDF,NA,rates,,Yes,Yes,
609,Marcus,Marcus,"Marcus, Anthony M., Harry Klonoff, and Morton Low. ""Psychiatric status of the marihuana user."" Canadian Psychiatric Association Journal 19, no. 1 (1974): 31-39.",1974,1971-1972,Observational,Canada,22.5,19,31,Can.PAR,AE,rates,rates,no,rates,rates,NA,marcus1974_paranoiaDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
611,Kassim,Kassim,"Kassim, Faiz M., Sophie Tod, Jennifer Rodger, Sean D. Hood, Joseph WY Lee, Matthew A. Albrecht, and Mathew T. Martin-Iverson. ""Nabilone Impairs Spatial and Verbal Working Memory in Healthy Volunteers."" Cannabis and Cannabinoid Research (2022).",2022,NA,Experiment,Australia,25.9,17,60,Can.PLE,psych_like,Single dose oral (0mg vs 1mg THC),Single dose oral (1mg THC),no,SingleDose,CannabisDynamics,dependent,extract_kassimNabilone,pEstimate_kassimNabilone,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
613,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Gender,Gender,yes,Gender,Demographic,independent,extract_Schoeler_gender,pEstimate_Schoeler_gender,cohen,,Yes,Yes,
614,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Age,Age,yes,Age,Demographic,independent,extract_Schoeler_age,pEstimate_Schoeler_age,cohen,,Yes,Yes,
615,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Exercise,Exercise,yes,Other,Other,independent,extract_Schoeler_exercise,pEstimate_Schoeler_exercise,cohen,,Yes,Yes,
616,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Education (more),Education (more),no,Education,Demographic,independent,extract_Schoeler_edu,pEstimate_Schoeler_edu,cohen,,Yes,Yes,
617,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,BMI (underweight),Underweight,no,Other,Other,independent,extract_Schoeler_underW,pEstimate_Schoeler_underW,cohen,,Yes,Yes,
618,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,BMI (overweight),Overweight,yes,Other,Other,independent,extract_Schoeler_overW,pEstimate_Schoeler_overW,cohen,,Yes,Yes,
619,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Recreational use (vs. medical),Recreational use (vs. medical),yes,Reason (medicinal vs. recreational),CannabisHistory,independent,extract_Schoeler_reason,pEstimate_Schoeler_reason,cohen,,Yes,Yes,
620,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,CannabisType (high vs. low potency),Cannabis type (high potency),yes,THCcontent,CannabisStrain,independent,extract_Schoeler_potency,pEstimate_Schoeler_potency,cohen,,Yes,Yes,
621,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Frequency (heavy vs. light),Frequency (heavy),yes,CannabisSeverity,CannabisHistory,independent,extract_Schoeler_frequency,pEstimate_Schoeler_frequency,cohen,,Yes,Yes,
622,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Mix cannabis with tobacco,Mix cannabis with tobacco,no,Nicotine,OtherDrugs,independent,extract_Schoeler_tobacco,pEstimate_Schoeler_tobacco,cohen,,Yes,Yes,
623,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,ROA (eaten),ROA (eaten),yes,Other,Other,independent,extract_Schoeler_eaten,pEstimate_Schoeler_eaten,cohen,,Yes,Yes,
624,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,ROA (knife),ROA (knife),yes,Other,Other,independent,extract_Schoeler_knife,pEstimate_Schoeler_knife,cohen,,Yes,Yes,
625,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,ROA (pipe),ROA (pipe),yes,Other,Other,independent,extract_Schoeler_pipe,pEstimate_Schoeler_pipe,cohen,,Yes,Yes,
626,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,ROA (vape),ROA (vape),yes,Other,Other,independent,extract_Schoeler_vape,pEstimate_Schoeler_vape,cohen,,Yes,Yes,
627,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Alcohol use,Alcohol use,yes,Alcohol,OtherDrugs,independent,extract_Schoeler_alc,pEstimate_Schoeler_alc,cohen,,Yes,Yes,
628,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Cocaine use,Cocaine use,yes,Cocaine,OtherDrugs,independent,extract_Schoeler_cocaine,pEstimate_Schoeler_cocaine,cohen,,Yes,Yes,
629,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,MDMA use,MDMA use,no,MDMA,OtherDrugs,independent,extract_Schoeler_mdma,pEstimate_Schoeler_mdma,cohen,,Yes,Yes,
630,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Amphetamine use,Amphetamine use,no,Stimulants,OtherDrugs,independent,extract_Schoeler_amphetamine,pEstimate_Schoeler_amphetamine,cohen,,Yes,Yes,
631,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Methamphetamine use,Methamphetamine use,no,Stimulants,OtherDrugs,independent,extract_Schoeler_methamphetamine,pEstimate_Schoeler_methamphetamine,cohen,,Yes,Yes,
632,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Ketamine use,Ketamine use,yes,Ketamine,OtherDrugs,independent,extract_Schoeler_ketamine,pEstimate_Schoeler_ketamine,cohen,,Yes,Yes,
633,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,LSD use,LSD use,yes,Hallucinogens,OtherDrugs,independent,extract_Schoeler_lsd,pEstimate_Schoeler_lsd,cohen,,Yes,Yes,
634,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Diagnosis depression,Diagnosis depression,no,Depression,MentalHealthPersonality,independent,extract_Schoeler_depression,pEstimate_Schoeler_depression,cohen,,Yes,Yes,
635,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Diagnosis anxiety,Diagnosis anxiety,no,Anxiety,MentalHealthPersonality,independent,extract_Schoeler_anxiety,pEstimate_Schoeler_anxiety,cohen,,Yes,Yes,
636,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Diagnosis bipolar,Diagnosis bipolar,no,Bipolar,MentalHealthPersonality,independent,extract_Schoeler_bipolar,pEstimate_Schoeler_bipolar,cohen,,Yes,Yes,
637,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Diagnosis psychosis,Diagnosis psychosis,no,PsychosisLiability,MentalHealthPersonality,independent,extract_Schoeler_psychosis,pEstimate_Schoeler_psychosis,cohen,,Yes,Yes,
638,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,Diagnosis ADHD,Diagnosis ADHD,no,ADHD,MentalHealthPersonality,independent,extract_Schoeler_adhd,pEstimate_Schoeler_adhd,cohen,,Yes,Yes,
639,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PLE,full_episode,rates,rates,no,rates,rates,independent,schoelerRatesEver_psychosisDF,NA,rates,,Yes,Yes,
640,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.PAR,full_episode,rates,rates,no,rates,rates,independent,schoelerRatesEver_paranoiaDF,NA,rates,,No,No,
641,Schoeler,Winstock,"Schoeler, Tabea, Jason Ferris, and Adam R. Winstock. ""Rates and correlates of cannabis-associated psychotic symptoms in over 230,000 people who use cannabis."" Translational psychiatry 12, no. 1 (2022): 1-8.",2022,2014-2019,Observational,Wordwide,NA,18,NA,Can.HAL,full_episode,rates,rates,no,rates,rates,independent,schoelerRatesEver_hallucinationsDF,NA,rates,,No,No,
,,,,,,,,,,,,,,,,,,,,,,,,,
643,Bassir,DSouza_2,"Bassir Nia, Anahita, Maria J. Orejarena, Leigh Flynn, Christina Luddy, Deepak Cyril D’Souza, Patrick D. Skosnik, Brian Pittman, and Mohini Ranganathan. ""Sex differences in the acute effects of intravenous (IV) delta-9 tetrahydrocannabinol (THC)."" Psychopharmacology 239, no. 5 (2022): 1621-1628.",2022,NA,Experiment,US,26,NA,NA,THC.PLE,psych_like,Gender,Gender,no,Gender,Demographic,independent,sexTHC_bassir2022,pEstimate_sexTHC_bassir2022,cohen,,no,already included in Ganesh mega analysis,
644,Bassir,DSouza_2,"Bassir Nia, Anahita, Maria J. Orejarena, Leigh Flynn, Christina Luddy, Deepak Cyril D’Souza, Patrick D. Skosnik, Brian Pittman, and Mohini Ranganathan. ""Sex differences in the acute effects of intravenous (IV) delta-9 tetrahydrocannabinol (THC)."" Psychopharmacology 239, no. 5 (2022): 1621-1628.",2022,NA,Experiment,US,26,NA,NA,THC.PLE,psych_like,Single dose IV (0mg vs 0.015 mg/kg THC),Single dose IV (0.015 mg/kg THC),no,SingleDose,CannabisDynamics,dependent,mainTHC_bassir2022,pEstimate_mainTHC_bassir2022,cohen,,no,already included in Ganesh mega analysis,
,,,,,,,,,,,,,,,,,,,,,,,,,
646,Ganesh,DSouza_2,"Ganesh, Suhas, Jose Cortes-Briones, Ashley M. Schnakenberg Martin, Patrick D. Skosnik, Deepak C. D'Souza, and Mohini Ranganathan. ""Delta-9-Tetrahydrocannabinol, Cannabidiol, and Acute Psychotomimetic States: A Balancing Act of the Principal Phyto-Cannabinoids on Human Brain and Behavior."" Cannabis and Cannabinoid Research (2022).",2022,NA,Experiment,US,25,NA,NA,THC.PLE,psych_like,THC vs CBD 7.5 mg,CBD (7.5mg),yes,CBDcontent,CannabisStrain,dependent,extraxted_cbdTHC_ganesh2022,pEstimate_cbdTHC_ganesh2022,cohen,,no,already included in Ganesh mega analysis,
,,,,,,,,,,,,,,,,,,,,,,,,,
648,Rup,Rup,"Rup, Jennifer, Tom P. Freeman, Chris Perlman, and David Hammond. ""Cannabis and Mental Health: Adverse Outcomes and Self-Reported Impact of Cannabis Use by Mental Health Status."" Substance Use & Misuse 57, no. 5 (2022): 719-729.",2022,2018,Observational,Canada/US,21.4,16,65,Can.HAL,full_episode,rates,rates,no,rates,rates,NA,rupSurvey2022_hallucinationsDF,NA,rates,,Yes,Yes,
649,Rup,Rup,"Rup, Jennifer, Tom P. Freeman, Chris Perlman, and David Hammond. ""Cannabis and Mental Health: Adverse Outcomes and Self-Reported Impact of Cannabis Use by Mental Health Status."" Substance Use & Misuse 57, no. 5 (2022): 719-729.",2022,2018,Observational,Canada/US,21.4,16,65,Can.HAL,full_episode,Diagnosis anxiety,Diagnosis anxiety,yes,Anxiety,MentalHealthPersonality,independent,extract_RupSurvey2022_anxiety,pEstimate_RupSurvey2022_anxiety,cohen,,Yes,Yes,
650,Rup,Rup,"Rup, Jennifer, Tom P. Freeman, Chris Perlman, and David Hammond. ""Cannabis and Mental Health: Adverse Outcomes and Self-Reported Impact of Cannabis Use by Mental Health Status."" Substance Use & Misuse 57, no. 5 (2022): 719-729.",2022,2018,Observational,Canada/US,21.4,16,65,Can.HAL,full_episode,Diagnosis depression,Diagnosis depression,yes,Depression,MentalHealthPersonality,independent,extract_RupSurvey2022_depression,pEstimate_RupSurvey2022_depression,cohen,,Yes,Yes,
651,Rup,Rup,"Rup, Jennifer, Tom P. Freeman, Chris Perlman, and David Hammond. ""Cannabis and Mental Health: Adverse Outcomes and Self-Reported Impact of Cannabis Use by Mental Health Status."" Substance Use & Misuse 57, no. 5 (2022): 719-729.",2022,2018,Observational,Canada/US,21.4,16,65,Can.HAL,full_episode,Diagnosis ptsd,Diagnosis ptsd,no,Anxiety,MentalHealthPersonality,independent,extract_RupSurvey2022_ptsd,pEstimate_RupSurvey2022_ptsd,cohen,,Yes,Yes,
652,Rup,Rup,"Rup, Jennifer, Tom P. Freeman, Chris Perlman, and David Hammond. ""Cannabis and Mental Health: Adverse Outcomes and Self-Reported Impact of Cannabis Use by Mental Health Status."" Substance Use & Misuse 57, no. 5 (2022): 719-729.",2022,2018,Observational,Canada/US,21.4,16,65,Can.HAL,full_episode,Diagnosis bipolar,Diagnosis bipolar,no,Bipolar,MentalHealthPersonality,independent,extract_RupSurvey2022_bipolar,pEstimate_RupSurvey2022_bipolar,cohen,,Yes,Yes,
653,Rup,Rup,"Rup, Jennifer, Tom P. Freeman, Chris Perlman, and David Hammond. ""Cannabis and Mental Health: Adverse Outcomes and Self-Reported Impact of Cannabis Use by Mental Health Status."" Substance Use & Misuse 57, no. 5 (2022): 719-729.",2022,2018,Observational,Canada/US,21.4,16,65,Can.HAL,full_episode,Diagnosis psychosis,Diagnosis psychosis,no,PsychosisLiability,MentalHealthPersonality,independent,extract_RupSurvey2022_psychosis,pEstimate_RupSurvey2022_psychosis,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
655,Ueberall,Ueberall,"Ueberall, Michael A., Johannes Horlemann, Norbert Schuermann, Maja Kalaba, and Mark A. Ware. ""Effectiveness and Tolerability of Dronabinol Use in Patients with Chronic Pain: A Retrospective Analysis of 12-Week Open-Label Real-World Data Provided by the German Pain e-Registry."" Pain Medicine (2022).",2022,2017-2019,MedicalSample,Germany,57,24,88,Med.HAL,AE,Medical cannabis (Drabinol),Pain,no,rates,rates,NA,UeberallDrabinol_hallucinationsDF,NA,rates,,Yes,Yes,
656,Ueberall,Ueberall,"Ueberall, Michael A., Johannes Horlemann, Norbert Schuermann, Maja Kalaba, and Mark A. Ware. ""Effectiveness and Tolerability of Dronabinol Use in Patients with Chronic Pain: A Retrospective Analysis of 12-Week Open-Label Real-World Data Provided by the German Pain e-Registry."" Pain Medicine (2022).",2022,2017-2019,MedicalSample,Germany,57,24,88,Med.PAR,AE,Medical cannabis (Drabinol),Pain,no,rates,rates,NA,UeberallDrabinol_paranoiaDF,NA,rates,,Yes,Yes,
657,Ueberall,Ueberall,"Ueberall, Michael A., Johannes Horlemann, Norbert Schuermann, Maja Kalaba, and Mark A. Ware. ""Effectiveness and Tolerability of Dronabinol Use in Patients with Chronic Pain: A Retrospective Analysis of 12-Week Open-Label Real-World Data Provided by the German Pain e-Registry."" Pain Medicine (2022).",2022,2017-2019,MedicalSample,Germany,57,24,88,Med.DEL,AE,Medical cannabis (Drabinol),Pain,no,rates,rates,NA,UeberallDrabinol_delusionsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
659,Melen,Melen,"Melén, Christopher M., Magali Merrien, Agata M. Wasik, Georgios Panagiotidis, Olof Beck, Kristina Sonnevi, Henna-Riikka Junlén, Birger Christensson, Birgitta Sander, and Björn Engelbrekt Wahlin. ""Clinical effects of a single dose of cannabinoids to patients with chronic lymphocytic leukemia."" Leukemia & Lymphoma 63, no. 6 (2022): 1387-1397.",2022,2019-2020,MedicalSample,Sweden,73,64,79,Med.HAL,AE,Medical cannabis,Cancer,no,rates,rates,NA,melenMedCan_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
661,Abi-Jaoude,Abi_Jaoude,"Abi-Jaoude, Elia, Tracy Bhikram, Ferdous Parveen, Jody Levenbach, Myriam Lafreniere-Roula, and Paul Sandor. ""A Double-Blind, Randomized, Controlled Crossover Trial of Cannabis in Adults with Tourette Syndrome."" Cannabis and Cannabinoid Research (2022).",2022,2018-2020,MedicalTrial,Canada,NA,NA,NA,Med.HAL,AE,Medical cannabis,Tourette,no,rates,rates,NA,Abi_Jaoude_tourette_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
663,Peters,Peters,"Peters, Erica N., Irina Mosesova, Laura MacNair, Ryan Vandrey, M. Hunter Land, Mark A. Ware, Cynthia Turcotte, and Marcel O. Bonn-Miller. ""Safety, Pharmacokinetics and Pharmacodynamics of Spectrum Red Softgels in Healthy Participants."" Journal of Analytical Toxicology 46, no. 5 (2022): 528-539.",2022,2019-2020,MedicalTrial,Australia,28.1,18,55,Med.PAR,AE,Medical cannabis (Mixed THC condictiions: Treatment A: 5 mg total THC and 0.06 mg CBD daily; B: 10 mg total THC and 0.12 mg total CBD daily; C: 15 mg total THC and 0.18 mg total CBD daily; D: 20 mg total THC and 0.24 mg total CBD daily),Healthy,no,Medical cannabis (placebo controlled),CannabisDynamics,independent,extract_petersMedTrialHealthy_paranoia,pEstimate_petersMedTrialHealthy_paranoia,cohen,,Yes,Yes,
664,Peters,Peters,"Peters, Erica N., Irina Mosesova, Laura MacNair, Ryan Vandrey, M. Hunter Land, Mark A. Ware, Cynthia Turcotte, and Marcel O. Bonn-Miller. ""Safety, Pharmacokinetics and Pharmacodynamics of Spectrum Red Softgels in Healthy Participants."" Journal of Analytical Toxicology 46, no. 5 (2022): 528-539.",2022,2019-2020,MedicalTrial,Australia,28.1,18,55,Med.PAR,AE,Medical cannabis (Mixed THC condictiions: Treatment A: 5 mg total THC and 0.06 mg CBD daily; B: 10 mg total THC and 0.12 mg total CBD daily; C: 15 mg total THC and 0.18 mg total CBD daily; D: 20 mg total THC and 0.24 mg total CBD daily),Healthy,no,rates,rates,NA,petersMedTrialHealthy_paranoiaDF,NA,rates,petersMedTrialHealthy_paranoiaControl,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
666,Santarossa,Santarossa,"Santarossa, Talia M., Randy So, Penelope Smyth, Stefan Gustavsen, and Ross T. Tsuyuki. ""Medical cannabis use in Canadians with multiple sclerosis."" Multiple Sclerosis and Related Disorders 59 (2022): 103638.",2022,NA,MedicalSample,Canada,44,NA,NA,Med.HAL,AE,Medical cannabis (prescribed or unprescribed),MS,no,rates,rates,NA,nMS_Santarossa_hallucinationsDF,NA,rates,,Yes,Yes,
667,Santarossa,Santarossa,"Santarossa, Talia M., Randy So, Penelope Smyth, Stefan Gustavsen, and Ross T. Tsuyuki. ""Medical cannabis use in Canadians with multiple sclerosis."" Multiple Sclerosis and Related Disorders 59 (2022): 103638.",2022,NA,MedicalSample,Canada,44,NA,NA,Med.PAR,AE,Medical cannabis (prescribed or unprescribed),MS,no,rates,rates,NA,nMS_Santarossa_paranoiaDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
